"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2001","4012","","","CSCI","CSCI","A593","1306","","PURDOM P","8","14"," 3.500"," 3.300","57","75.0","12.5","0.0","12.5","6","1","3","2","1","0","0","0","0","0","1","0","0","0","4","1","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A594","1310","","WISE D","9","15"," 3.300"," 3.540","73","66.7","22.2","0.0","0.0","7","0","5","1","0","2","0","0","0","0","0","0","0","1","2","4","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A597","1316","","GERMAN D","15","18"," 3.820"," 3.690","0","80.0","20.0","0.0","0.0","3","4","7","1","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B351","1365","","LEAKE D","38","55"," 3.010"," 3.030","71","36.8","39.5","18.4","0.0","19","2","8","4","5","6","4","4","0","3","0","0","0","2","12","1","1","0","0","0","0","0","3","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B443","1376","","MILLS J","33","41"," 3.350"," 3.020","90","45.5","42.4","9.1","0.0","9","8","7","0","5","9","0","3","0","0","0","0","0","1","4","3","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B490","8773","","GANNON D","10","11"," 3.400"," 3.410","91","70.0","20.0","0.0","0.0","2","2","4","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B503","1380","","WISE D","22","30"," 3.120"," 3.600","83","36.4","45.5","13.6","4.5","8","1","3","4","3","6","1","1","2","0","0","1","0","0","3","5","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B522","1383","","SABRY A","7","11"," 3.040"," 3.510","100","42.9","42.9","0.0","0.0","5","0","3","0","1","2","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B543","1388","","MILLS J","41","47"," 3.860"," 3.660","87","80.5","19.5","0.0","0.0","6","12","21","0","8","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B553","1389","","GASSER M","18","25"," 3.800"," 3.680","80","83.3","16.7","0.0","0.0","7","0","13","2","1","1","1","0","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B607","1392","","SMITH B","14","22"," 3.290"," 3.620","59","57.1","35.7","0.0","0.0","9","1","3","4","2","2","1","0","0","0","0","0","0","1","2","2","3","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B649","8775","","GANNON D","36","42"," 4.000"," 3.690","100","100.0","0.0","0.0","0.0","6","10","26","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B652","8753","","LEAKE D","9","11"," 4.000"," 3.720","91","100.0","0.0","0.0","0.0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B673","1398","","BRAMLEY R","7","15"," 3.860"," 3.570","100","85.7","14.3","0.0","0.0","8","0","6","0","0","1","0","0","0","0","0","0","0","0","3","2","3","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","B679","1399","","MEGLICKI Z","5","6"," 4.000"," 3.870","67","100.0","0.0","0.0","0.0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C211","1330","","SPRINGER G","44","86"," 1.690"," 2.770","22","18.2","13.6","22.7","13.6","56","0","4","4","1","2","3","1","8","1","2","3","1","14","32","9","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C211","1331","","WADDELL O","47","95"," 1.550"," 2.650","9","10.6","21.3","21.3","6.4","67","0","2","3","4","4","2","0","9","1","2","1","0","19","42","6","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C212","1338","","MENZEL S","38","61"," 1.960"," 2.820","21","21.1","21.1","18.4","13.2","33","2","3","3","3","4","1","2","2","3","0","5","0","10","18","4","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C212","1342","","HAYNES C","35","59"," 1.900"," 2.730","22","20.0","17.1","22.9","14.3","33","1","3","3","2","2","2","3","2","3","2","2","1","9","12","10","1","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C241","1348","","PURDOM P","48","66"," 2.950"," 2.830","53","29.2","39.6","27.1","4.2","18","2","6","6","8","7","4","5","5","3","2","0","0","0","11","4","2","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C241","9102","","CUTU F","20","24"," 3.290"," 3.120","42","50.0","40.0","5.0","5.0","4","2","5","3","1","3","4","1","0","0","1","0","0","0","2","1","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C311","1351","","FRIEDMAN D","37","52"," 3.110"," 2.950","83","56.8","18.9","16.2","0.0","18","5","10","6","3","3","1","0","4","2","0","0","0","3","11","4","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C335","1356","","PURDOM P","40","51"," 3.260"," 3.040","61","37.5","52.5","10.0","0.0","11","1","5","9","10","5","6","3","1","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","C343","1360","","WISE D","30","44"," 2.550"," 2.950","77","30.0","26.7","23.3","6.7","18","0","9","0","0","7","1","2","5","0","1","1","0","4","13","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","G901","1402","","HANSON A","0","11"," 0.000"," 3.770","100","0.0","0.0","0.0","0.0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","H212","1346","","HAYNES C","11","17"," 3.030"," 3.460","6","36.4","45.5","9.1","0.0","7","1","3","0","3","0","2","0","1","0","0","0","0","1","3","3","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","H311","1354","","FRIEDMAN D","8","9"," 3.890"," 3.560","56","100.0","0.0","0.0","0.0","1","3","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P415","1371","","JOHNSON S","23","32"," 2.560"," 3.210","94","17.4","30.4","39.1","13.0","9","0","3","1","4","2","1","3","4","2","0","3","0","0","5","4","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P423","1372","","DYBVIG R","18","22"," 3.110"," 3.370","86","38.9","38.9","16.7","0.0","5","0","2","5","6","1","0","2","1","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P442","1374","","JOHNSON S","5","5"," 3.660"," 3.060","100","60.0","40.0","0.0","0.0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P466","1377","","ROBERTSON E","15","15"," 3.080"," 3.100","93","20.0","60.0","20.0","0.0","0","1","2","0","4","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P515","1382","","JOHNSON S","10","15"," 3.070"," 3.510","87","40.0","40.0","10.0","10.0","5","0","2","2","1","3","0","0","1","0","0","1","0","0","0","4","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P523","1384","","DYBVIG R","6","11"," 3.800"," 3.680","73","100.0","0.0","0.0","0.0","5","1","1","4","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","P566","1390","","ROBERTSON E","31","32"," 3.890"," 3.690","97","93.5","6.5","0.0","0.0","1","7","16","6","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","Y790","1400","","HANSON A","8","11"," 4.000"," 3.800","100","100.0","0.0","0.0","0.0","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","Y890","1401","","HANSON A","5","24"," 4.000"," 3.860","96","100.0","0.0","0.0","0.0","19","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","1","0","06-07-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1257","","KISLING E","14","17"," 2.660"," 2.840","0","28.6","50.0","7.1","0.0","5","0","1","3","1","3","3","0","0","1","0","0","0","2","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1259","","KISLING E","16","18"," 3.170"," 2.900","6","56.3","31.3","0.0","0.0","4","0","6","3","2","3","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1260","","KISLING E","26","32"," 3.370"," 3.040","0","57.7","34.6","3.8","0.0","7","0","4","11","7","1","1","0","1","0","0","0","0","1","3","2","1","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1261","","KISLING E","27","32"," 2.630"," 2.710","0","14.8","55.6","18.5","0.0","8","1","2","1","5","4","6","2","3","0","0","0","0","3","4","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1262","","KISLING E","15","18"," 2.360"," 2.680","0","0.0","40.0","60.0","0.0","3","0","0","0","0","2","4","4","3","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1263","","KISLING E","23","26"," 2.740"," 2.720","0","26.1","47.8","13.0","4.3","5","0","1","5","4","4","3","2","0","1","0","1","0","2","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1264","","KISLING E","17","20"," 3.060"," 2.830","0","35.3","52.9","5.9","0.0","4","0","3","3","2","5","2","0","1","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1265","","KISLING E","18","21"," 3.190"," 2.980","0","50.0","33.3","11.1","5.6","3","0","2","7","3","2","1","0","2","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1266","","KISLING E","18","22"," 3.390"," 2.800","0","44.4","55.6","0.0","0.0","4","0","3","5","5","2","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1267","","KISLING E","18","21"," 3.160"," 2.950","0","27.8","66.7","0.0","0.0","4","0","2","3","7","4","1","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1268","","KISLING E","16","19"," 3.270"," 2.970","0","25.0","75.0","0.0","0.0","3","0","1","3","5","6","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1269","","KISLING E","30","31"," 3.000"," 2.850","0","30.0","53.3","10.0","3.3","2","0","3","6","7","6","3","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1270","","KISLING E","17","18"," 2.260"," 2.460","0","5.9","17.6","76.5","0.0","1","0","0","1","0","1","2","5","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1271","","KISLING E","15","20"," 2.690"," 2.640","0","13.3","53.3","26.7","0.0","6","0","1","1","3","4","1","1","2","1","0","0","0","1","3","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1272","","KISLING E","24","32"," 3.050"," 2.810","0","16.7","66.7","16.7","0.0","8","0","1","3","9","4","3","2","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1273","","KISLING E","25","32"," 3.140"," 2.730","0","40.0","44.0","8.0","8.0","7","0","3","7","5","4","2","0","2","0","2","0","0","0","2","4","1","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1274","","KISLING E","18","18"," 3.270"," 3.110","0","38.9","55.6","5.6","0.0","0","0","3","4","2","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1275","","KISLING E","29","35"," 3.250"," 2.930","0","37.9","51.7","6.9","0.0","7","0","3","8","12","1","2","2","0","0","0","0","0","1","2","4","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1276","","KISLING E","17","18"," 3.120"," 2.980","0","47.1","35.3","5.9","11.8","1","0","5","3","3","1","2","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1277","","KISLING E","16","18"," 2.370"," 2.260","0","12.5","56.3","6.3","0.0","6","0","0","2","5","4","0","0","1","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1278","","KISLING E","28","32"," 2.830"," 2.600","0","21.4","60.7","3.6","7.1","6","0","4","2","6","7","4","1","0","0","0","2","0","2","4","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1279","","KISLING E","16","19"," 3.140"," 2.910","0","31.3","62.5","0.0","0.0","4","0","5","0","3","5","2","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1280","","KISLING E","20","22"," 2.810"," 2.910","0","45.0","25.0","15.0","0.0","5","0","4","5","1","3","1","2","1","0","0","0","0","3","1","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1281","","KISLING E","30","35"," 2.910"," 2.870","0","23.3","56.7","13.3","0.0","7","0","1","6","5","10","2","4","0","0","0","0","0","2","1","4","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1282","","KISLING E","17","20"," 3.140"," 2.770","0","35.3","47.1","11.8","5.9","3","0","3","3","4","2","2","2","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1283","","KISLING E","29","32"," 3.310"," 2.940","0","34.5","58.6","6.9","0.0","3","0","4","6","9","8","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1284","","KISLING E","15","18"," 3.070"," 2.860","0","26.7","53.3","20.0","0.0","3","0","1","3","3","4","1","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1285","","KISLING E","31","32"," 3.200"," 2.840","0","35.5","48.4","16.1","0.0","1","0","4","7","9","5","1","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1286","","KISLING E","29","33"," 2.160"," 2.860","0","0.0","24.1","62.1","13.8","4","0","0","0","0","1","6","10","6","2","3","1","0","0","3","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1287","","KISLING E","14","20"," 2.630"," 2.630","0","28.6","35.7","21.4","7.1","7","0","0","4","1","2","2","2","1","0","0","0","1","1","4","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1291","","KISLING E","29","33"," 3.160"," 2.710","0","34.5","55.2","6.9","0.0","5","0","8","2","6","4","6","1","1","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1292","","KISLING E","26","33"," 2.750"," 2.670","0","42.3","23.1","19.2","3.8","10","0","3","8","2","3","1","2","3","0","0","1","0","3","5","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1293","","KISLING E","27","30"," 2.790"," 2.790","0","18.5","55.6","14.8","3.7","5","0","3","2","7","4","4","2","2","0","1","0","0","2","2","1","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1294","","KISLING E","22","27"," 2.550"," 2.600","0","31.8","27.3","18.2","13.6","7","0","1","6","2","3","1","1","2","1","2","1","0","2","5","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1295","","KISLING E","29","34"," 3.030"," 2.770","0","24.1","55.2","17.2","3.4","5","0","3","4","5","8","3","4","1","0","1","0","0","0","2","3","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1296","","KISLING E","30","32"," 2.670"," 2.650","0","20.0","56.7","6.7","6.7","5","0","1","5","6","5","6","1","1","0","1","1","0","3","2","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1297","","KISLING E","30","38"," 2.920"," 2.910","0","23.3","50.0","23.3","3.3","8","0","5","2","4","8","3","2","2","3","1","0","0","0","3","5","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1298","","KISLING E","23","34"," 3.130"," 2.810","0","47.8","34.8","8.7","0.0","13","0","7","4","3","5","0","1","1","0","0","0","0","2","6","5","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","1299","","KISLING E","27","35"," 3.000"," 2.960","0","25.9","63.0","7.4","0.0","9","0","1","6","6","5","6","0","1","1","0","0","0","1","2","6","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","9512","","KISLING E","19","23"," 3.180"," 2.870","0","42.1","52.6","0.0","0.0","5","0","3","5","3","4","3","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A110","9513","","KISLING E","21","21"," 3.150"," 2.830","0","42.9","42.9","9.5","0.0","1","0","3","6","3","5","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A111","1303","","HAYNES C","71","98"," 3.140"," 3.010","0","49.3","32.4","9.9","2.8","31","9","14","12","12","6","5","1","3","3","0","2","0","4","11","12","3","0","1","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A112","1307","","HAYNES C","66","106"," 2.380"," 2.920","2","24.2","36.4","15.2","4.5","53","4","5","7","7","7","10","5","3","2","2","0","1","13","16","24","0","0","0","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A113","1311","","GERMAN D","57","81"," 3.220"," 2.720","2","59.6","19.3","8.8","8.8","26","6","25","3","4","4","3","3","1","1","1","2","2","2","9","11","3","0","1","0","0","0","0","0","01-18-2001",
"Fall 2000","4008","","","CSCI","CSCI","A114","1315","","GERMAN D","40","50"," 3.320"," 2.900","2","67.5","17.5","5.0","0.0","14","9","14","4","2","5","0","1","1","0","0","0","0","4","4","5","0","0","1","0","0","0","0","0","01-18-2001",
